"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BRA","Brazil","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.5,,
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.1,,
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.3,,
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.3,,
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.3,,
"BRA","Brazil","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,21.2,,
"BRA","Brazil","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,23.1,,
"BRA","Brazil","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.9,,
"BRA","Brazil","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.9,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.5,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19.8,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.4,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.4,,
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.7,,
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.2,,
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,10.2,,
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,10.2,,
"BRA","Brazil","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.3,,
"BRA","Brazil","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.7,,
"BRA","Brazil","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.4,,
"BRA","Brazil","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.4,,
"BRA","Brazil","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.3,,
"BRA","Brazil","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.8,,
"BRA","Brazil","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19.5,,
"BRA","Brazil","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19.5,,
"BRA","Brazil","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,56.7,,
"BRA","Brazil","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,149.1,,
"BRA","Brazil","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,30.5,,
"BRA","Brazil","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,30.5,,
"BRA","Brazil","L6T8","ISCED2011 levels 6 to 8","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.7,,
"BRA","Brazil","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.6,,
"BRA","Brazil","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,40.7,,
"BRA","Brazil","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,40.7,,
"BRA","Brazil","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.8,,
"BRA","Brazil","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.7,,
"BRA","Brazil","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,40.7,,
"BRA","Brazil","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"BRA","Brazil","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,40.7,,
"BRA","Brazil","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.3,,
"BRA","Brazil","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,7.9,,
"BRA","Brazil","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,30.2,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,29,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,30.8,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,32.3,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,23.8,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,31.1,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,30.6,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,31.4,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,32.7,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,25,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.3,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,24.7,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.9,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,28.8,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.7,,
"CHL","Chile","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13,,
"CHL","Chile","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,5.6,,
"CHL","Chile","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.7,,
"CHL","Chile","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.4,,
"CHL","Chile","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.8,,
"CHL","Chile","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.7,,
"CHL","Chile","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,25.1,,
"CHL","Chile","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,27.4,,
"CHL","Chile","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,29,,
"CHL","Chile","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.4,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,22.5,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.8,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,25.8,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,27.3,,
"CHL","Chile","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.3,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,24.3,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,21.2,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,27.4,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,28.5,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,21.7,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,25.1,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,24.3,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,25.5,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,27.7,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.2,,
"CHL","Chile","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,24.8,,
"CHL","Chile","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,23.1,,
"CHL","Chile","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,26.1,,
"CHL","Chile","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,27.9,,
"CHL","Chile","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.6,,
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"CHL","Chile","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,18.8,,
"CHL","Chile","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,9.2,,
"CHL","Chile","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19.1,,
"CHN","China (People's Republic of)","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,37.8,,
"CHN","China (People's Republic of)","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,37.4,,
"CHN","China (People's Republic of)","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,43.7,,
"CHN","China (People's Republic of)","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,43.7,"w","Includes data from another category"
"CHN","China (People's Republic of)","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"x","Data included in another category"
"CHN","China (People's Republic of)","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,50.3,,
"CHN","China (People's Republic of)","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,50.1,,
"CHN","China (People's Republic of)","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,51.6,,
